Date / Time,City,State,Country,Shape,Duration,Summary,Posted,Images
10/19/22 19:21,Whittier,CA,USA,Light,,3 bright flashes like lightning,12/22/22,
10/19/22 19:17,Franklin,TN,USA,Other,6-7 minutes,This craft seemed to stay floating in one spot and did not move. It vanished for a few seconds and seemed to change shape.,12/22/22,
10/19/22 19:00,Mulga,AL,USA,Changing,All week. 2-3 hours.,I have seen several that have appeared many nights in a row.,12/22/22,
10/19/22 18:30,Tucson,AZ,USA,Triangle,45 seconds,Triangle Formation of 3 lights,12/22/22,
10/18/22 22:45,Rosenberg,TX,USA,Delta,Approx 25 minutes,A whitish Boomarang with a shimmering cloak,12/22/22,
10/18/22 20:50,Waxhaw,NC,USA,Circle,40 seconds,I sit on my Front Porch every evening..,12/22/22,
10/18/22 20:35,Shoreline,,,Circle,5 hours minimum,Mother Ship takes same route over neighborhood nightly since 8/22/2022,12/22/22,
10/18/22 20:15,Chocowinity,NC,USA,Light,25 Minutes,Saw a big bright light that was zigzagging all over the place that ended up splitting into two and combining back into one.,12/22/22,
10/18/22 20:00,Jacksonville,FL,USA,Chevron,15 seconds,5 blacked out aircraft in perfect formation flying north to south at approximately 500 feet at a speed of around 150 - 175 kts,12/22/22,
10/18/22 19:51,SAVANNAH,GA,USA,Triangle,2.00 minutes,I seen a tranlge ship moving about 20 miles per hour...,12/22/22,
10/18/22 18:00,Hampden,MA,USA,Cigar,2 minutes,"Clear day, no engine sounds, did not have characteristics of a plane in the sunlight.",12/22/22,
10/18/22 15:30,London,London Borough of Wandsworth,United Kingdom,Circle,Few minutes,very bright light coming and going and shifting shape,12/22/22,Yes
10/18/22 12:53,Sheboygan,WI,USA,Triangle,Very brief,Accidentally photographed a UFO when I was taking pictures of the waves,12/22/22,Yes
10/18/22 12:30,Gadsden,AL,USA,Unknown,Less than 25 seconds,"A visual distortion of objects in night sky buy ""cloaked"" object",12/22/22,
10/18/22 07:25,Rancho Palos Verdes,CA,USA,Circle,5 minutes,"Line of 10 black, round objects (each approximately the size of a car) ascending quickly from the ocean to the clouds",12/22/22,Yes
10/18/22 05:14,Hayden,ID,USA,Circle,Less than 5 minutes,"Saw three bright lights hovering over an open field. Thought they were aircraft at first, but didn't move. Eventually faded/disappeared",12/22/22,Yes
10/18/22 01:47,Zuni,NM,USA,Other,4 minutes,"Seen a unknown object changing shapes and colors. When inspecting the photos, we noticed several objects changing colors and shapes.",12/22/22,Yes
10/17/22 22:48,Saint James,MO,USA,Unknown,5 min,"3 craft flying pallalel, no sound,",12/22/22,
10/17/22 22:30,Welwyn garden coty,Hertfordshire,United Kingdom,Light,Its still there,"Looked like a star drop then fly across the sky and now its just sitting there, looks like a star but its too close and too muchlight",12/22/22,
10/17/22 21:58,Seattle,WA,USA,Circle,About 5 minutes,This is the second time Ive seen this bright orange dot in the sky.. ((NUFORC Note: Lens flars. PD)),12/22/22,Yes
10/17/22 20:45,Sebring,FL,USA,Circle,30 seconds,3 bright white/yellow orbs in triangular shape appeared then dissappeared . i saw 5 us aircrafts chasing after it then it dissapeared,12/22/22,
10/17/22 20:30,clearwater,FL,USA,Rectangle,10 minutes,"Bright Multi color lights Huge and Hovering, moving slow, then darted to south quickly out of view",12/22/22,Yes
10/17/22 19:39,STOKE-ON-TRENT,Staffordshire,United Kingdom,Changing,Around 7,The other night me and other cadets heard a humming sound we didn't know where it was coming from so we looked up in the sky and we dot,12/22/22,
10/17/22 19:30,Avondale,AZ,USA,Circle,15 minutes,3 lights slowly moving south,12/22/22,Yes
10/17/22 19:10,Tarzana (Los Angeles),CA,USA,Fireball,2 seconds,"A large blue green fireball with a small tail north of Tarzana, CA",12/22/22,
10/17/22 19:05,Pace,FL,USA,Unknown,1 minute,"Bright red light, smaller white light at rear, Niether light blinking. no sound",12/22/22,
10/17/22 16:00,tempe,AZ,USA,Circle,unknown,a big ball of light that shrank and rapidly change direction,12/22/22,
10/17/22 15:00,Shawnee,KS,USA,Cone,5 minutes,Object woth vapor trail descending for 5 mins woth 2 jets nearby. Wife & I have pics.,12/22/22,Yes
10/17/22 06:30,Leominster,MA,USA,Disk,,Hovering then vanished i,12/22/22,
10/17/22 06:15,Georgetown,TX,USA,Light,3 minutes,"A stationary light. Bright like a star, moved and followed an airplane then took off",12/22/22,
10/17/22 05:45,Saint Charles,MO,USA,Triangle,3 seconds,I saw a triangle craft pass by me over head with lights shining directly down located on each corner. Triangle shape was clear.,12/22/22,
10/17/22 01:11,Boise,ID,USA,Light,Maybe 1 or 2 seconds,What seemed like only a couple hundred feet above my house a bright neon green light the size of a minivan appeared and quickly darted,12/22/22,
10/16/22 22:55,Torrance,CA,USA,Fireball,30 seconds,Low hovering fireball,12/22/22,
10/16/22 21:40,Ghulewadi Sangamner,Maharashtra,India,Changing,20 Minutes,Me and my friends seen constant light in clouds. We have seen light not lighting. The exact shape of light is not over familiar.,12/22/22,Yes
10/16/22 20:20,Boston,MA,USA,Cylinder,Several minutes,I spotted what I thought was a star but it was moving.,12/22/22,Yes
10/16/22 19:13,Columbus,OH,USA,Light,,Flying lights,12/22/22,
10/16/22 19:11,DOYLESTOWN,PA,USA,Disk,2 minutes,Two people saw this,12/22/22,Yes
10/16/22 18:30,Paramus,NJ,USA,Oval,On and off for an hour,Captured video of ZIG ZAGGING blinking stars moving sporadically,12/22/22,Yes
10/16/22 17:00,Tempe,AZ,USA,Chevron,,Saw this boomerang shape object stationary high up in the sky.,12/22/22,
10/16/22 02:45,,,USA,Circle,"20 seconds ,then it stop",By cutting a tree I heard a plane flying out of Austin's airport but the engine sounded very strained as if it were trying to divert,12/22/22,
10/16/22 02:17,Evansville,IN,USA,Light,Maybe 30 seconds?,Loud noise hovering over my home with blinking lights,12/22/22,
10/16/22 00:55,Bowie,MD,USA,Circle,30 seconds,"Light from flying object caused doorbell to issue ""Person Detected"" alert",12/22/22,
10/15/22 23:33,Beacon,NY,,Changing,Non stop,Object in sky,12/22/22,Yes
10/15/22 23:20,Hastings,MI,USA,Disk,40 Seconds,A flying saucer with headlights flying low to the ground.,12/22/22,
10/15/22 22:35,Leeds,Leeds,United Kingdom,Sphere,2 hours,"Sphere like UAP, bright in light. Distance unknown",12/22/22,Yes
10/15/22 21:52,"Orlando (Specifically, Lockhart), FL",,,Triangle,2 to 3 and a half minutes,I witnessed a commercial airliner that for a split second appeared as a triangle shaped UAP that then exibited time dilation.,12/22/22,
10/15/22 21:50,,FL,USA,Light,Approx. 2 minutes,"2 very bright lights stationery, vertically aligned, just to the right of Jupiter; same size as Jupiter",12/22/22,
10/15/22 21:30,Vung Tau,Bà R?a-Vung Tàu,Vietnam,Circle,5 hours,object has been sighted for 3 nights.,12/22/22,Yes
10/15/22 21:30,Bellevue,WA,USA,Disk,10-20 seconds,We saw a dark flying object in the night sky.,12/22/22,
10/15/22 21:18,Irving,TX,USA,Changing,,I originally thought it was a Satellite but the later I thought maybe it is possibly a UFO,12/22/22,Yes
10/15/22 21:15,poteau,OK,USA,Circle,10 seconds,atleast 50 circle flying in the skying a massive group moving how a school of fish would it had a reflective surface,12/22/22,
10/15/22 20:35,King,NC,USA,Formation,Only a few seconds.,I pulled up to the intersection at 8:35pm or so and spotted something in the sky for a few seconds then it disappeared.,12/22/22,Yes
10/15/22 20:31,KITTANNING,,,Changing,Several hours,Objects in the sky,12/22/22,
10/15/22 20:29,Chesterland,OH,USA,Unknown,4 minutes,Super bright white flashing bright then dim kinda sparkling- but NOT a planet- not a meteor or aircraft.,12/22/22,
10/15/22 19:45,Asheville,NC,USA,Light,Maybe 15 seconds,A sign Gale moving light that would fade out and seem to reappear behind itself or maybe there were multiples.,12/22/22,
10/15/22 19:17,East Liverpool,OH,USA,Circle,about 3 minutes,"Did not appear to be satellites or lanterns, I've seen those before, never seen anything like these before",12/22/22,Yes
10/15/22 19:00,San Jose,CA,USA,Star,Over the course of 30 min,"Witnessed ""satellite"" move and then stop in place. Saw two more ""satellites"" minutes later moving near it.",12/22/22,
10/15/22 18:40,San Bernadino,CA,USA,Circle,2 minutes,There was like 20 of them but they were moving quick.,12/22/22,
10/15/22 18:24,Edisto Island,SC,USA,Light,,Taking photographs on beach light was present in some photos but not all ((NUFORC Note: Lens flare. PD)),12/22/22,Yes
10/15/22 17:15,Ocala,FL,USA,Circle,30 seconds,Two objects flying at high speed,12/22/22,
10/15/22 16:46,Reno,NV,USA,Sphere,5 minutes,Bright sphere accompanied by fuzzy orb,12/22/22,
10/15/22 16:04,kingston,ON,Canada,Sphere,45 seconds +/-,spherical object flying above sporadic clouds from northwest to southeast in daylight,12/22/22,
10/15/22 14:33,Newport,RI,USA,Cone,Not sure; less than 5 min,Cone shaped with tails appearing to be all white light. ((NUFORC Note: Contrail. PD)),12/22/22,Yes
10/15/22 13:44,Missoula,MT,USA,Other,9 mins approximately,Silver metal boomerang shaped object that moved across the sky and changed shape.,12/22/22,Yes
10/15/22 12:52,Shoreline,WA,USA,Star,8/22/2022 TO 10/15/2022,"Mother Ship 1st appeared on 8/22/2022. It is a Huge, Bright, Low in the Star. It hovers out here for 4 hours minimum testing.",12/22/22,Yes
10/15/22 08:06,Mequon,WI,USA,Light,2 min,2 red light flying in straight line no blinking,12/22/22,
10/15/22 01:36,Chichester,,,Light,10/15 seconds,Small light low down only for a few seconds and then just flew of very fast going up,12/22/22,
10/15/22 01:25,Wellington,FL,USA,Fireball,3 to 4 minutes,Bright orange light grew larger before flying across sky with bright tail,12/22/22,
10/14/22 22:25,West Palm Beach,FL,USA,Light,10 minutes,Blue/Green/Yellow Light Orb emitted their own light-moved close to us for at least 5-10 min. (see video) ((NUFORC:: Lens flare. PD)),12/22/22,Yes
10/14/22 22:21,Jersey City,NJ,USA,Circle,5 minutes,Orange lights. Few moving in 2s together few were scattered,12/22/22,Yes
10/14/22 22:17,Scotland,Scotland,United Kingdom,Light,5 minutes,No sound,12/22/22,
10/14/22 21:45,Glendale,AZ,USA,Triangle,10 seconds,Grey triangle craft flying extremely low or very large going an estimated 80 miles and hour flew straight overhead going beyond treelin,12/22/22,
10/14/22 21:15,Goulds,FL,USA,Other,UFO,I was sitting in my car and just so happens took look up and noticed three circles of light at fist then 4 and then 3 more I have video,12/22/22,
10/14/22 20:30,Piqua,OH,USA,Oval,Lasted approximately 10 m,Witnessed several orbs along with circling helicopters,12/22/22,
10/14/22 20:00,Spangle,WA,USA,Other,5-10 seconds,Wedge/Z shaped craft with gray/green metalic color with a purple shift,12/22/22,
10/14/22 19:41,Brandon,MS,USA,Star,5 min,A separated line of star like images crossing like satellites one after the other with one turning north,12/22/22,Yes
10/14/22 19:00,Rural area,TN,USA,Changing,2hr,"Several crafts & creatures we call watchers. they never bother, just watch us.",12/22/22,Yes
10/14/22 18:46,Clemons,NY,USA,Unknown,1 min,Unexplained large lights,12/22/22,Yes
10/14/22 18:30,Foothill Ranch,CA,USA,Formation,30 seconds,Strange formation high up on the sky above the palm tree,12/22/22,Yes
10/14/22 16:49,Carrollton,OH,USA,Circle,Picture,In a field,12/22/22,Yes
10/14/22 09:11,South Brisbane,Queensland,Australia,Fireball,10 seconds,There was a big fireball in the sky and I sensed an ominous presence.,12/22/22,
10/14/22 06:17,Bedminster,NJ,USA,Cone,Seconds,Light,12/22/22,
10/14/22 04:00,Oklahoma City,OK,USA,Light,An hour,Hovering light/blue slow blinks,12/22/22,
10/14/22 02:00,Dublin,VA,USA,Light,5 seconds or less,Bright green light flying downward instantly from a stationary position in the sky.,12/22/22,
10/14/22 01:52,Coquille,OR,USA,Circle,5+ mins,"I was testing a camera app called hydra on my phone and shot three pictures, the first and third both had odd anomalies",12/22/22,Yes
10/14/22 00:08,Kenner,LA,USA,Other,2 minutes,I have a video of it on my phone,12/22/22,
10/13/22 23:20,Fayetteville,AR,USA,Formation,8-10 seconds,Saw a formation of red/orange lights gliding across the sky unison shifting different formations into shape like patterns.,12/22/22,
10/13/22 21:41,Republic,MO,USA,Light,2 minutes,Two solid super bright lights hovering 300ft up,12/22/22,
10/13/22 20:35,Lynchburg,VA,USA,Light,2 minutes,3 small lights moving fast,12/22/22,
10/13/22 20:30,Memphis,TN,USA,Changing,short,Green and white light fluttering down to the ground,12/22/22,
10/13/22 20:00,Manchester,OH,USA,Light,30-40 minutes+,"My wife and I were sitting outside by our fire ring when I noticed a light to the north east that was moving, coming to a complete stop",12/22/22,
10/13/22 18:14,El Dorado Hills,,USA,Diamond,3:50,Looked like weather barons but there were 8-10,12/22/22,
10/12/22 22:19,Lynnwood,WA,USA,Cylinder,30-50 seconds,"A light blue beam appeared in the sky, shortly after it appeared some type of craft appeared with fire and sparks behind it.",12/22/22,
10/12/22 21:00,,,,Cylinder,,I did not see this. Please see the link on the sighting detail.,12/22/22,
10/12/22 20:02,Messina Sicily,Sicily,Italy,Disk,A couple of seconds,Green looking saucer I managed to get a picture of,12/22/22,Yes
10/12/22 19:00,"Woolacombe, Minehead, gloucester",,United Kingdom,Circle,3 days,Been hounded for 3 days out in my camper,12/22/22,
10/12/22 18:50,Rogers,AR,USA,Sphere,15,Shining Metallic Solid Orb,12/22/22,Yes
10/12/22 17:50,Wells,ME,USA,Disk,Two minutes,UFO hovering above the trees behind our condo.,12/22/22,
10/12/22 15:11,Guilford,CT,USA,Circle,30 minutes,"I was on our deck, I looked up and saw a sun which turned into a dumbbell.",12/22/22,Yes
10/12/22 15:04,Columbus,GA,USA,Oval,One or two minutés,Spotted an oval/round UFO hovering lower than a plane would outside my apartment.,12/22/22,
10/12/22 14:19,Plymouth,,,Triangle,Five minutes stationary,"Witnessed a very dark (black) triangle shaped unmoving UFO within a ""chemtrail"". Moved due West/NorthWest",12/22/22,
10/12/22 12:12,Sigourney,IA,USA,Disk,Unknown,Found pick in phone 1 week later did not see craft when pic taken,12/22/22,
10/12/22 06:00,Simpsonville,SC,USA,Light,10 seconds,"It was there in a circle of clouds, odd cloud formation like an intense bright light",12/22/22,Yes
10/12/22 03:04,Columbu,GA,USA,Oval,One or two minutes,Spotted an object with bright lights hovering lower than a plane outside my apartment building last night. It was round/oval in shape.,12/22/22,
10/12/22 01:00,Philadelphia,PA,USA,Other,3-5 min,object with a solid red light hovered silently and flew directly toward me from 1 mile away within the time it took me to blink,12/22/22,
10/12/22 00:45,Bozeman,MT,USA,Light,6 minutes,Object appeared was moving then disappeared,12/22/22,
10/11/22 23:20,Viola,DE,USA,Triangle,5 minutes,Hovering triangular aircraft seen again in our field,12/22/22,
10/11/22 23:01,Livingston,MT,USA,Changing,more than 1 hour,observed light over hayfield near house and videoed. fell asleep. gone by 4 am.,12/22/22,
10/11/22 22:33,Turlock,CA,USA,Triangle,6 seconds,This is the third time Ive seen this object except this time had 3 white static lights other times 5 warm white,12/22/22,
10/11/22 22:18,Farmington,NM,USA,Circle,5 Minutes,Blob of light slowly moving,12/22/22,Yes
10/11/22 21:25,North topsail island,NC,USA,Circle,"The majority, 30 min- 45",Most ufo sightings in one place at one time in my whole life been here for a few days every night the sky is crazy,12/22/22,
10/11/22 20:00,Portland,OR,USA,Sphere,3 minutes,red lights on saucer,12/22/22,
10/11/22 19:59,Lake Forest,CA,USA,Formation,About 5 seconds,5 or 6 formation craft flew by while constantly changing formation.,12/22/22,
10/11/22 19:00,Portsmouth,Hampshire,United Kingdom,Fireball,10 minutes,"Three ""fireballs"" travelling in line and equidistant. First fireball stopped, turned around, receded to tiny white light.",12/22/22,
10/11/22 18:30,Tucson,AZ,USA,Triangle,6 secs,Craft thought to be a a shooting star when examined and slowed down its a triangular shaped craft,12/22/22,
10/11/22 18:23,Memphis,TN,USA,Unknown,Walking home from work,I saw a UFO,12/22/22,
10/11/22 16:30,about halfway between DFW airport and TLH airport,,USA,Rectangle,30 seconds,I looked down at the cloud layer and saw what looked like a very long black rectangle in the cloud layer,12/22/22,
10/11/22 16:00,Lakewood,CO,USA,Disk,6 Years,4 Craft seen heading east over Denver CO,12/22/22,
10/11/22 14:55,Windsor,CO,USA,Unknown,,Caught on camera/ the naked eye can't see this,12/22/22,
10/11/22 06:00,"Lawford, Manningtree",Essex,United Kingdom,Other,2 or 3 minutes.,"I saw a translucent, glowing, flower shaped object, floating about 100 yards. above the ground in a field.",12/22/22,
10/11/22 04:56,Pickerington,OH,USA,Rectangle,20 seconds,A flying object silently hovering over my neighbors house with very bright lights,12/22/22,
10/11/22 03:52,Arlington,WA,USA,Light,1+ hour,Flashing zigzagging light,12/22/22,
10/11/22 02:47,Banning,CA,USA,Fireball,5 second,About 2 miles west of banning ca,12/22/22,
10/11/22 00:35,Napoleon,IN,USA,Cross,7 seconds,"Blue light hovering, then darted left and right in rapid movements",12/22/22,
10/10/22 23:00,Charlotte,NC,USA,Circle,Currently going on now,I start noticing them in January,12/22/22,
10/10/22 22:30,Kissimmee,FL,USA,Circle,Less than 20 seconds,"Lime green disk,dark in the center, hovering over my lanai",12/22/22,
10/10/22 22:03,Port St John,FL,USA,Fireball,less than a minute,Large yellow ball with teardrop bottom encased in a blue light.,12/22/22,
10/10/22 22:00,Rockwood,TN,USA,Sphere,Various durations,Erratic movement shifting shimmering colors w/ brilllant white at center,12/22/22,
10/10/22 21:45,Brooksville,FL,USA,Fireball,2 seconds,Green fireball streaking across sky,12/22/22,
10/10/22 20:00,Barrie,ON,Canada,Light,Approx. 4 minutes,Blinking lights flying in formation 2 hovering in place and a 3rd flying erratically near them,12/22/22,
10/10/22 19:50,Auburn,NY,USA,Circle,1 minute,4 bright orange lights that disappeared one at a time,12/22/22,
10/10/22 19:24,Bronx,NY,USA,Changing,1 1/2 hours,"Looked like a billion, beautiful, rainbow stars converging into rainbow colored crucifixion cross",12/22/22,
10/10/22 19:07,Manhattan,NY,USA,Light,7:00 Pm through 10:30 pm,Irrefutable,12/22/22,
10/10/22 07:30,Toronto,ON,USA,Cylinder,Toronto Canada,Pictures,12/22/22,
10/10/22 06:49,St Augustine,FL,USA,Triangle,30 seconds,Filmed lights,12/22/22,Yes
10/10/22 04:00,Wyomissing,PA,USA,Circle,Approximately 60 mins,Seen during full moon. Eventually moved out of sight,12/22/22,Yes
10/10/22 01:00,milwaukee,WI,USA,Disk,5 minut,real,12/22/22,
10/9/22 23:59,Edmonton,AB,Canada,Light,not sure,Please contact,12/22/22,
10/9/22 22:00,Paris,TX,USA,Circle,4 seconds,A bright yellowish circular object moving swiftly descended behind the tree line behind my apartment patio approximately 60 yards away.,12/22/22,
10/9/22 19:41,westminster,CA,USA,Light,15-20 minutes,Light above the clouds with other lights moving into it,12/22/22,
10/9/22 19:30,Renfrew,ON,Canada,Light,5 seconds,Bright light plummeted towards earth.,12/22/22,
10/9/22 17:57,Newington,CT,USA,Sphere,secs,"Operator for Node 106 in Newington, CT received a MADAR SMS (cell phone text alert), went outside with binocs, saw black sphere",12/22/22,
10/9/22 17:57,Newington,CT,USA,,,MADAR Node 106,12/22/22,
10/9/22 17:56,Newington,CT,USA,Sphere,mins,Round black object observed with binoculars after MADAR alert.,12/22/22,
10/9/22 17:56,Newington,CT,USA,,,MADAR Node 106,12/22/22,
10/9/22 17:00,Toronto,ON,Canada,Circle,3 seconds,Streaked through sky cleared the clouds as it bulleted through,12/22/22,
10/9/22 15:45,Diablo/Martinez,CA,USA,Teardrop,1-2 minutes,Saw a silver teardrop shaped object over my diablo,12/22/22,
10/9/22 13:34,Norwich,Norfolk,United Kingdom,Disk,5 second,White looking disk appearing and disappearing,12/22/22,
10/9/22 12:01,Colorado Springs,CO,USA,Circle,2-3 minutes,noticed multiple objects very high in the sky,12/22/22,
10/9/22 10:20,hampton,NB,Canada,Changing,1 min,"Flight left to right , elongated white object which reduced to a white point as it moved eastward.",12/22/22,Yes
10/9/22 08:35,Kolkata,,India,Circle,2mins,A reddish dot in the sky flying along the West moving from South to North,12/22/22,
10/9/22 04:00,HILO,HI,USA,Formation,30 minutes,"Mothership, shield and orbiting streaky and white spheres",12/22/22,
10/9/22 02:28,Adelaide,South Australia,Australia,Disk,3 seconds,Was taking a picture of the full moon and it apeared for just a few seconds,12/22/22,
10/9/22 01:48,Farnham,Surrey,United Kingdom,Circle,At least 15mins,"Large circular object, which appeared to be moving very slowly.",12/22/22,
10/8/22 23:30,Great Falls,MT,USA,Changing,Several hrs.,Bright stars and started dancing and moves sporadically with colored lights.,12/22/22,
10/8/22 21:11,New York,,USA,Circle,Several minutes,Two orbs sighted one white and one blue. ((NUFORC Note: Probably Jupiter and a blue lens flare. PD)),12/22/22,Yes
10/8/22 21:00,wauchula and myakka city,FL,USA,Changing,two months,"Nightly Sightings of UAPs blatantly in your face, military chases observes crafts nightly.",10/8/22,Yes
10/8/22 21:00,Bear,DE,USA,Circle,3 minutes,"There were bright orange, orb looking objects moving through the sky that looked very odd and out of the ordinary.",12/22/22,Yes
10/8/22 20:00,Berwick,PA,USA,Light,30 seconds,Bright blue light near moon and Neptune appear for approximately 30 seconds and shifted position 8 times off and on blue light.,12/22/22,
10/8/22 19:40,Des Moines,IA,USA,Other,10 seconds,A large well defined object passed in-front of the brightly lit full moon; crossing across the right lower quadrant,12/22/22,
10/8/22 19:30,Kolkata,,India,Light,5 seconds,Light moving and disappeared,12/22/22,
10/8/22 19:10,,FL,USA,Oval,3 seconds,Intelsat g 33/34 SpaceX launch live stream. At 23:03 exactly a UFO (submersible) pops up out of the ocean and head straight for space,12/22/22,
10/8/22 19:00,,,USA,Disk,,"My son, wife and myself saw a portion of a saucer shaped disc with glowing off and on different colored lights.",10/8/22,
10/8/22 18:35,Indian Shores,FL,,Light,5-6 minutes,Bright orange *something* over the gulf,12/22/22,
10/8/22 17:20,Raynham,MA,USA,Other,10 seconds,Semi Circle Bright White Lights,12/22/22,
10/8/22 12:35,Corte Madera,CA,USA,Oval,1-2 minutes,"7 silver pointed ovals flying south, extremely fast, seemingly flashing/twinkling like a star.",12/22/22,
10/8/22 04:01,Irvine,CA,USA,Circle,2 minutes,spacecraft approached then reversed and disappeared,12/22/22,
10/7/22 21:50,Brcko,Brcko District,Bosnia and Herzegovina,Diamond,For about half hour.,Half circle trail with rainbow color bright dot.,10/8/22,Yes
10/7/22 20:15,Merrill,WI,USA,Changing,10 minutes,"Low steady, ambersih, lights flying in a very slow straight line. At a point, they would make a hard turn up and away.",12/22/22,Yes
10/7/22 20:15,Egg harbor,WI,USA,Sphere,Unknown,Took a picture of the moon and to the left noticed a blue sphere and a black tail,12/22/22,Yes
10/7/22 19:50,Bealeton,VA,USA,Fireball,One minute,I saw a fireball swirling around in the sky like no craft can do. It split into two parts and came back together into one,10/8/22,
10/7/22 19:49,New Albany,OH,USA,Triangle,5min,Triangle with red lights,12/22/22,Yes
10/7/22 19:44,Addison,NY,USA,Unknown,Approximately 27 minutes,"Recorded on my Blink camera oriented toward the NW across my property. 5 flashing strobe type lights, flashing with specific frequency",12/22/22,Yes
10/7/22 17:06,,,Bermuda,Disk,1 hour at least,A shining disk that stayed in the sky until the sun set.,12/22/22,Yes
10/7/22 16:05,Melbourne,FL,USA,Sphere,25 seconds,Saw a small dark round object in western sky,10/8/22,
10/7/22 07:34,Kristiansand,,Norway,Unknown,In the morning,Aliens try to make me disposal to them.,10/8/22,Yes
10/7/22 00:30,Vidisha,Madhya Pradesh,India,Fireball,60min,"Both craft were light circle moving each other,as taking round of one another..",10/8/22,
10/6/22 23:00,,TN,USA,Changing,2 hr,Fluid like movement,10/8/22,Yes
10/6/22 21:25,Jacksonville,NC,USA,Circle,10 - 20 seconds,Me and my daughter were driving to petsmart. We saw a flying object that was very large,10/8/22,
10/6/22 20:09,Wasco,CA,USA,Triangle,1 minute or so,Its was a black triangles shape ufo,12/22/22,
10/6/22 20:00,Louisville,KY,USA,Other,"2 acts: 1s 3-4 min, 2 unk","2 ufos, 2 different locations, 2 different people groups saw, same shapes, different sizes, different days, few miles apart in Lou. Ky",12/22/22,Yes
10/6/22 19:47,Vinton,VA,USA,Light,2:31,I looked up and saw one light flashing then that one went off and another one above it came on they were doing that simultaneously,10/8/22,
10/6/22 19:00,Brent,AL,USA,Light,5 min plus,Watched a bright white light pass overhead.,10/8/22,
10/6/22 18:37,New York q,NY,USA,Formation,2 MINUTES,Saw these fly objects while presidential ospreys and marine 1 were leaving JFK,12/22/22,Yes
10/6/22 16:12,Baltimore,MD,USA,Unknown,5-10 minutes,"20+ small black objects in sky above, moving in figure 8 motion cohesively",10/8/22,
10/6/22 15:59,Oro valley,,,Circle,Unknown,I pointed my cell phone to get a picture of the cloud.,10/8/22,Yes
10/6/22 10:10,Centreville,VA,USA,Teardrop,45 seconds,Two objects moving east to west that had a solid string of blue light coming down from them.,10/8/22,
10/6/22 09:52,Palm City,FL,USA,Cigar,1 min in West Sky,White straight long object in sky not moving for about a minute and then disappeared fr,10/8/22,
10/6/22 08:12,Bluefield,WV,USA,Light,1-2 minutes,Star and Portal,12/22/22,
10/6/22 08:05,Rebecca,GA,USA,Circle,5-10 minutes,Round Shiny Silver Object Hovering in Sky,12/22/22,
10/6/22 06:05,Port orange,FL,USA,Other,5 seconds,Boomerang shaped object,10/8/22,
10/5/22 23:10,Baltimore,MD,USA,Chevron,30sec,Chevron or triangle shape craft with bright orange light...awkward movements and disappeared,10/8/22,
10/5/22 20:05,Duluth,MN,USA,Cylinder,2 times at 3 mins each,It came from our atmosphere and below normal aircraft flight level in less then 10 seconds. Consistently changing directions and fligh,10/8/22,Yes
10/5/22 19:48,Lynwood,CA,USA,Fireball,15 minutes,6 total fireballs one of them moving super fast shedding green cylinder light like space ship.,10/8/22,Yes
10/5/22 19:22,Jamul,CA,USA,Sphere,10-15 seconds,Fast moving low atmosphere no marking lights not in any normal flight path,12/22/22,
10/5/22 12:55,Knoxville,TN,USA,Circle,10 seconds,Black grey sphere in sky,10/8/22,
10/5/22 12:19,Nashville,TN,USA,Triangle,,possible UFO,12/22/22,Yes
10/5/22 10:02,,,USA,Cylinder,,Seen ufo Carring a missle,10/8/22,
10/5/22 04:00,"North cave, Brough",East Riding of Yorkshire,United Kingdom,Light,This last for 5 minutes,"Green light, object darting from what a normal aircraft would do.",12/22/22,
10/4/22 23:07,Prescott,AZ,USA,Circle,A few minutes,Two red lights very high in the sky,10/8/22,
10/4/22 22:12,Brandon,MB,Canada,Light,10 minutes,Through the trees in the grass field beside the highway,10/8/22,Yes
10/4/22 22:00,Wilmington,NC,USA,Light,1 min,Bright orange light,10/8/22,
10/4/22 21:15,Tyrone,PA,USA,Disk,,Saw an unusual flying object above my house,10/8/22,Yes
10/4/22 20:30,Northplatte,NE,USA,Other,30 seconds,"Caught my eye just above me, picture wouldn't pick it up so I took a video still blurry but it was very loud and seemed fast",10/8/22,
10/4/22 20:30,Valdosta,GA,USA,Light,1 minute,"Strange, large star light the same size as Jupiter that moved gracefully and slowly disappeared into very small red light",10/8/22,
10/4/22 20:04,Wilfrid-Lavigne Blvd.,Quebec,Canada,Disk,one second,"A classic disk with cupola, classically out of focus, moving screen left to right, brightens and starts to look like teardrop",12/22/22,Yes
10/4/22 19:30,Rochester,IN,USA,Circle,Maybe 90 seconds,We both noticed the light and then it shrunk in size until it disappeared.,10/8/22,
10/4/22 18:45,Lake Charles,LA,USA,Cigar,About 3 minutes,"Brown, fast-moving object seen weaving through air.",12/22/22,Yes
10/4/22 17:08,,,Hong Kong S.A.R.,Unknown,literally one frame iphon,"its not visible in human eyes, have multiple photos/videos at that exact second, but only one captured the plane/UFO",10/8/22,Yes
10/4/22 16:09,Little Compton,RI,USA,Light,3 seconds,Glowing Orb,10/8/22,
10/4/22 13:35,Schoolcraft,MI,USA,Oval,About ten seconds,"Saw a small tic tack shaped object fly over very fast in a straight line, not sure of altitude",10/8/22,
10/4/22 07:49,Clemson,SC,USA,Light,,Taking photo of sunrise and noticed the strange object of light in the upper center of the picture.,12/22/22,Yes
